,img,horizontal,no person,business,abstract,design,illustration,outdoors,desktop,art,retro,people,man,adult,woman,nature
18,image1013.jpg,,,,,,,,,,0.8589800000190735,0.9879953265190125,0.9797062277793884,0.9212377667427063,,
19,image1014.jpg,,0.9630931615829468,,,0.8057976365089417,0.9596058130264282,,,0.9672188758850098,0.9663643836975098,,0.9164997935295105,,0.8885902166366577,
20,image1015.jpg,,0.9788032174110413,,,,,,,,,,,,,
21,image1016.jpg,0.8925338387489319,0.9643778800964355,,,,,0.9948697090148926,,,,,,,,0.995999813079834
22,image1017.jpg,0.9466982483863831,,0.9204737544059753,,,,,,,,0.9722551703453064,,0.9724463224411011,0.949600338935852,
23,image1018.jpg,,0.977299690246582,,,,,0.9634557962417603,,,,0.9773386120796204,0.9093970060348511,,,
24,image1019.jpg,0.9814262986183167,,,,,0.98711758852005,0.9681425094604492,,,,,,,,
25,image102.jpg,0.9227259755134583,0.9730412364006042,,,,0.94547438621521,0.9759398698806763,,,,,,,,0.9478545784950256
26,image1020.jpg,,,,0.9256485104560852,0.9644043445587158,0.9839195609092712,,0.9666103720664978,0.9671505093574524,,,,,,
27,image1021.jpg,0.8682827353477478,0.9494662880897522,,0.9097445607185364,0.9425428509712219,0.9637133479118347,,0.9513717293739319,0.9014427661895752,0.9030379056930542,,,,,
28,image1022.jpg,,,,,,,,,,,,,,0.9880779385566711,
29,image1023.jpg,,,,,,,,,,0.8824897408485413,0.9734894037246704,0.8319961428642273,0.7997528314590454,0.9495458602905273,
30,image1024.jpg,,0.9474226236343384,,0.9207046031951904,0.9002534747123718,0.9634352922439575,,0.9583399295806885,0.8712327480316162,,,,,,0.9877116084098816
31,image1025.jpg,,0.8985594511032104,,0.9145536422729492,0.9606788158416748,0.9863862991333008,,0.9448045492172241,0.8984659314155579,,,,,,0.9117017388343811
32,image1026.jpg,,0.9246527552604675,0.9861327409744263,,,,,,,,,,,,
33,image1027.jpg,0.9657591581344604,0.9872774481773376,0.9794597029685974,0.8957082629203796,,0.9449328184127808,,,,,,,,,
34,image1028.jpg,0.9253061413764954,0.9882263541221619,0.9095975756645203,,0.7802538275718689,,0.9099358916282654,,,,0.8103832006454468,,,,
35,image1029.jpg,,0.991472065448761,,,,,0.9220640659332275,,,,,,,,0.9492608904838562
36,image103.jpg,,,,,,,0.7360345721244812,,,,0.9972162246704102,0.9574772119522095,0.9518659710884094,,
37,image1030.jpg,,0.8443014621734619,,0.8595597743988037,0.795764148235321,0.9749135971069336,0.8036710023880005,0.8892715573310852,0.9211558699607849,0.923474907875061,,,,,
38,image1031.jpg,,,,0.9256485104560852,0.9644043445587158,0.9839195609092712,,0.9666103720664978,0.9671505093574524,,,,,,
39,image1032.jpg,,0.977299690246582,,,,,0.9634557962417603,,,,0.9773386120796204,0.9093970060348511,,,
40,image1033.jpg,0.9814262986183167,,,,,0.98711758852005,0.9681425094604492,,,,,,,,
41,image1034.jpg,0.8925338387489319,0.9643778800964355,,,,,0.9948697090148926,,,,,,,,0.995999813079834
42,image1035.jpg,0.9466982483863831,,0.9204737544059753,,,,,,,,0.9722551703453064,,0.9724463224411011,0.949600338935852,
43,image1036.jpg,,,0.9291980862617493,0.9838166236877441,0.8757089972496033,0.9690545201301575,,0.9890525937080383,0.9272777438163757,0.9151374101638794,,,,,
44,image1037.jpg,0.900924026966095,0.8961389660835266,,,0.8794244527816772,0.9747757315635681,,,0.9508156180381775,0.9102128148078918,0.9681980013847351,0.935036838054657,0.8973135352134705,0.9039903283119202,
45,image1038.jpg,,0.9474226236343384,,0.9207046031951904,0.9002534747123718,0.9634352922439575,,0.9583399295806885,0.8712327480316162,,,,,,0.9877116084098816
46,image1039.jpg,0.9298487305641174,,,,,,,,,,0.9880154728889465,0.9569979906082153,0.9537057876586914,,
47,image104.jpg,,0.9002622961997986,,0.8583045601844788,0.9073358774185181,,,0.9504700303077698,0.8075454831123352,0.8913435339927673,,,,,
48,image1040.jpg,,,,0.9618327617645264,0.9749467968940735,0.9391319155693054,,0.951797366142273,0.9841798543930054,,,,,,
49,image1041.jpg,,0.9304734468460083,,,0.9449558854103088,0.9573805928230286,,0.9401040077209473,,,,,,,
50,image1042.jpg,,,,,,0.9921432733535767,,,0.906934380531311,,0.9952636957168579,0.9807290434837341,0.9787270426750183,0.8758757710456848,
51,image1043.jpg,,0.9696868658065796,,0.9800583124160767,0.9073461890220642,0.9846071600914001,,0.9565301537513733,0.9396705627441406,,,,,,
52,image1044.jpg,,,,,,,,,,,0.8629753589630127,,,0.9762924313545227,0.8747208714485168
53,image1045.jpg,,,,0.9798959493637085,0.9654654860496521,0.9470704197883606,,0.9846785068511963,0.985160231590271,,,,,,
54,image1046.jpg,,,0.9281235337257385,,,,,,,,0.9884849190711975,0.9780134558677673,0.927944004535675,,
55,image1047.jpg,,0.9288027882575989,,,0.9580533504486084,,,0.9555848240852356,,0.98194420337677,,,,,
56,image1048.jpg,0.8572254776954651,0.9709007740020752,,0.9731591939926147,0.9089409708976746,0.9313339591026306,,0.9547933340072632,,,,,,,0.916652500629425
57,image1049.jpg,,0.8059453368186951,0.9358142614364624,0.8006591796875,0.8228350281715393,0.9324725866317749,,0.9078174233436584,,,,,,,0.7310567498207092
58,image105.jpg,,,,,0.8411020040512085,0.9967958331108093,,,0.9755682349205017,0.8561654686927795,0.8092030882835388,0.9631032347679138,,,
59,image1050.jpg,0.9116536974906921,0.938471794128418,0.943609893321991,0.9177355766296387,0.8815069794654846,0.8091251254081726,,0.9439064264297485,0.7986683249473572,,,,,,
60,image1051.jpg,,0.9744172692298889,0.9516704082489014,,0.8719664812088013,0.9659228324890137,,0.9432405829429626,,,,,,,
61,image1052.jpg,0.9160063862800598,,,,,0.8846079707145691,0.9187767505645752,,0.8736076951026917,,,,,,0.9760926961898804
62,image1053.jpg,,0.9520048499107361,0.9744774699211121,,,,,,,0.8018903732299805,,,,,
63,image1054.jpg,,0.9799137115478516,,,0.8293039202690125,0.8932965993881226,0.7650117874145508,0.7693924307823181,,0.9147958755493164,,,,,
64,image1055.jpg,,0.6647388339042664,0.7546016573905945,0.7857549786567688,,,,0.7382709383964539,,0.699799656867981,,,,,0.6950253248214722
65,image1056.jpg,,,,,,0.9820162653923035,,0.8469341397285461,0.9338111877441406,0.9429036974906921,0.9548024535179138,0.9446444511413574,0.9105595350265503,,
66,image1057.jpg,,,,,0.9484134912490845,,,0.9269199371337891,,,,0.9595850706100464,,0.9711133241653442,
67,image1058.jpg,,0.7924913167953491,0.9400046467781067,,0.7905172109603882,0.9100520014762878,,0.8720992803573608,,,0.8887328505516052,0.9226536154747009,,0.8877566456794739,
68,image1059.jpg,,0.9068765640258789,,0.9465606808662415,0.9206499457359314,0.955543577671051,,0.9122486710548401,,,,,,,
69,image106.jpg,,0.9982960820198059,,,,,0.9910538792610168,,,,,,,,0.9945886135101318
70,image1060.jpg,,,,0.9372264742851257,,0.9536426663398743,,0.9380283355712891,,,,,,,0.9259389638900757
71,image1061.jpg,,,,,,0.9693672060966492,,,,,0.9964266419410706,0.9855284094810486,0.9922752976417542,,
72,image1062.jpg,0.8424921035766602,0.9941692352294922,,0.869759738445282,,0.8904033899307251,0.9837190508842468,,0.9109837412834167,,0.9190358519554138,,,,0.9516862630844116
73,image1063.jpg,,,0.9181737303733826,,0.9314088225364685,0.9937828183174133,,,0.9476372599601746,0.8880955576896667,,,,,
74,image1064.jpg,0.9620881080627441,0.9849731922149658,,0.8829537630081177,,0.9172715544700623,0.8963735699653625,0.935512125492096,,,0.8583059906959534,,,,0.9790192246437073
75,image1065.jpg,0.9289993643760681,0.9648674726486206,,0.9053977727890015,,,,,,,0.9939321875572205,,0.9477816820144653,0.8992692828178406,
76,image1066.jpg,0.9524937868118286,0.9806697964668274,,0.97174072265625,,0.9709032773971558,0.971763014793396,,0.8926283717155457,,,,,,0.9469889402389526
77,image1067.jpg,,,,,,,,0.8162216544151306,,,,,,,
78,image1068.jpg,0.9519983530044556,0.9877395033836365,0.970808744430542,,,,,0.9594233632087708,,,,,,,
79,image1069.jpg,0.9607967734336853,,0.9092710018157959,,,,,,,,0.98598712682724,0.8327445387840271,0.929020345211029,,
80,image107.jpg,,0.9533681273460388,0.8381993174552917,0.87265545129776,0.902378499507904,0.9257614612579346,,0.8983412981033325,,,,,,,
81,image1070.jpg,,,,,,,,,0.9499813318252563,,0.9833539724349976,,0.9772889018058777,0.986499547958374,
82,image1071.jpg,,0.9814662933349609,0.9715696573257446,,,0.8661593794822693,,,,0.9572002291679382,0.8708797097206116,0.8965703248977661,,,
83,image1072.jpg,,0.939696192741394,,0.945637047290802,0.963121235370636,0.9615672826766968,,0.9682925343513489,0.8963249921798706,0.9669815897941589,,,,,
84,image1073.jpg,0.8708186149597168,0.9546443819999695,,0.9341408014297485,0.9172936081886292,0.9611924290657043,,0.8709107637405396,,,,,,,
85,image1074.jpg,,,,,,0.9626043438911438,,,0.9073118567466736,0.9489079117774963,0.9240015149116516,0.9390162825584412,,,
86,image1075.jpg,,0.9907496571540833,,,,,,,,,,,,,
87,image1076.jpg,0.794196605682373,0.9812984466552734,0.8377551436424255,,,,0.8284032940864563,,0.8227149248123169,,0.7946845293045044,,,,
88,image1077.jpg,,,,,,0.9405120015144348,,,,,0.9993767142295837,0.9629802703857422,0.9930450320243835,,
89,image1078.jpg,,0.9370426535606384,,,0.908789336681366,0.9723642468452454,,0.8768872022628784,0.9612532258033752,0.8604676723480225,,,,,0.9070939421653748
90,image1079.jpg,,,,,,0.9636335968971252,,,,0.9353494644165039,0.9980844259262085,0.9873728156089783,0.9946855306625366,0.9078934788703918,
91,image108.jpg,,0.9699546098709106,,,,,0.968192994594574,,,,,,,,0.9840042591094971
92,image1080.jpg,,,,,0.9391171932220459,0.974127471446991,,0.8906987309455872,0.889316737651825,,,,,,
93,image1081.jpg,,0.9844620227813721,0.9614748954772949,,,,,,,0.8610581755638123,,,,,
94,image1082.jpg,,,,,,,,0.8933221101760864,,,0.8615059852600098,0.9561252593994141,0.8136265873908997,,
95,image1083.jpg,0.8733925819396973,,,0.7969720959663391,0.8182547688484192,0.9650319814682007,,0.8805065751075745,0.9015145301818848,0.8335537314414978,,,,,
96,image1084.jpg,,0.9959307312965393,,,,,0.9679145812988281,,,,,,,,
97,image1085.jpg,,0.9072502255439758,0.9247362613677979,,,0.8565029501914978,,,,0.8748297691345215,,,,,
98,image1086.jpg,,,,,,,,,,,0.9973137974739075,0.9600571393966675,0.9332476854324341,,
99,image1087.jpg,,,,,,,0.9634883999824524,,,,0.9880414009094238,0.9410727620124817,,,0.9032981991767883
100,image1088.jpg,,,,,,0.9675710797309875,0.741425096988678,,0.7484902143478394,,0.9970216155052185,0.9846754670143127,0.985844612121582,0.919032096862793,
101,image1089.jpg,0.9727045297622681,,,,,,0.9947965741157532,,,,0.9676364660263062,0.8895800113677979,0.8518829345703125,,0.9292970895767212
102,image109.jpg,0.7973440289497375,0.9483619928359985,0.8675395846366882,0.8190693259239197,0.8817905187606812,0.9186421036720276,,0.8847911953926086,0.8702679872512817,0.8330146074295044,,,,0.8350991010665894,
103,image1090.jpg,,,,,,0.9111921191215515,,,0.8215082287788391,0.8413974642753601,0.9596424698829651,0.8710753321647644,,,
104,image1091.jpg,,,0.9231811165809631,,,,,0.9345327615737915,,0.7490523457527161,0.8748093247413635,,,,
105,image1092.jpg,,,,,,,,,,0.8100720047950745,0.9719839096069336,,0.9711281657218933,0.9916331768035889,
106,image1093.jpg,0.8932446837425232,0.8403605222702026,0.8559174537658691,,,0.8578303456306458,,,,,0.9926182627677917,0.9633878469467163,0.9812998175621033,0.9059083461761475,
107,image1094.jpg,,,0.8921250104904175,,0.8844291567802429,0.955927848815918,,0.9401008486747742,0.8947475552558899,0.9330376982688904,0.8581469058990479,,,0.9567960500717163,
108,image1095.jpg,,,,,,0.992438018321991,0.8791174292564392,,0.9685099124908447,0.8554327487945557,0.8767631649971008,0.9130097031593323,,,0.9024471640586853
109,image1096.jpg,,0.9784553647041321,,0.9189347624778748,,,,,0.8778119683265686,,0.9703749418258667,,0.8037126660346985,,
110,image1097.jpg,,,,,,0.9171527028083801,,,,,,,,,
111,image1098.jpg,0.9682038426399231,0.9935264587402344,,,,0.8569254875183105,,,,,0.8621229529380798,,0.8133381009101868,,0.9055039882659912
112,image1099.jpg,,0.9605531692504883,,0.830579936504364,0.771654486656189,0.7981188893318176,,0.8749629855155945,0.8081709146499634,,,,,0.852161705493927,
113,image11.jpg,,,,0.9577376842498779,0.9416425824165344,,,0.959153413772583,,0.9168365597724915,,,,,
114,image110.jpg,0.8290170431137085,0.891013503074646,0.8244370818138123,0.8946540355682373,0.9365088939666748,,,0.9518215656280518,,,,,,,0.7795754671096802
115,image1100.jpg,,,,0.9042340517044067,0.9524864554405212,0.9869747161865234,,0.9225980043411255,0.9416525363922119,0.8890572190284729,,,,,
116,image1101.jpg,,,,,,,,,,,0.9930357336997986,0.8807071447372437,0.9845595955848694,0.9531017541885376,
117,image1102.jpg,,,,,,,0.8967505097389221,,,,0.9574443101882935,0.980199933052063,,0.9394177794456482,
118,image1103.jpg,,0.939696192741394,,0.945637047290802,0.963121235370636,0.9615672826766968,,0.9682925343513489,0.8963249921798706,0.9669815897941589,,,,,
119,image1104.jpg,0.8253563046455383,0.963849663734436,,0.9023199677467346,0.9719057679176331,0.9615447521209717,,,0.9126797914505005,0.9672144055366516,,,,,
120,image1105.jpg,,0.9250302314758301,0.8373032212257385,,0.9444124698638916,0.9859262108802795,,,0.9309553503990173,0.8783563375473022,,0.9084583520889282,,,
121,image1106.jpg,,,,,,,0.9555656313896179,,,,0.9043618440628052,,,,0.9915701150894165
122,image1107.jpg,,,,,,0.9703273177146912,,,0.8397060632705688,,0.9717668294906616,0.9498994946479797,0.863521158695221,,
123,image1108.jpg,,0.9762800335884094,,,,,,,0.874340832233429,,0.9888796806335449,,0.8991174697875977,,0.9095779657363892
124,image1109.jpg,,,,,,0.8961086869239807,,0.9606984853744507,0.908941388130188,,0.978156566619873,0.9219764471054077,0.9045860171318054,0.9043430089950562,
125,image111.jpg,,,0.9065386056900024,,,,,,,,0.808797299861908,0.9431734085083008,,0.7846603989601135,
126,image1110.jpg,,0.9769166111946106,,0.9485964179039001,0.9538220167160034,0.8921573162078857,,0.9513368606567383,0.9392136931419373,0.9156553745269775,,,,,
127,image1111.jpg,,,,,,,0.9888837337493896,,,,,,0.8749135136604309,0.9722345471382141,0.9923385381698608
128,image1112.jpg,,,,,0.9379227161407471,0.9430224299430847,,0.8238068222999573,0.9742205739021301,,,0.859184741973877,,0.7917319536209106,
129,image1113.jpg,0.844458818435669,0.8482949137687683,,0.9477585554122925,0.9347499012947083,0.941096305847168,,,0.8996737003326416,0.8552886843681335,,,,,
130,image1114.jpg,0.867981493473053,0.8507552742958069,,0.9449517726898193,0.9602260589599609,0.9913811087608337,,0.8945644497871399,0.9592574834823608,0.944432258605957,,,,,
131,image1115.jpg,,0.9297589659690857,,,0.9186003804206848,0.9533982276916504,,0.9527905583381653,,0.9465292692184448,,,,,
132,image1116.jpg,,0.9229488372802734,,0.8532744646072388,0.8979718685150146,0.9851175546646118,,,0.9149730205535889,0.9109952449798584,,,,,0.8597306609153748
133,image1117.jpg,,0.9440546631813049,,,,,,,,,0.9956477284431458,0.8000068664550781,0.9168782234191895,,
134,image1118.jpg,,0.8554607629776001,,,,,0.9692630171775818,,,,0.9807319045066833,0.8948517441749573,0.9546013474464417,0.8267729878425598,0.8359299302101135
135,image1119.jpg,,,,,,,0.9340119361877441,,,0.8427979350090027,0.9892561435699463,0.970370352268219,0.9548519253730774,0.9487735629081726,
136,image112.jpg,,,0.9212068319320679,,,,,,,,0.9328556060791016,0.9752614498138428,,,
137,image1120.jpg,,0.9635300040245056,0.8999128937721252,0.8940198421478271,0.898197591304779,0.8567066788673401,,0.970725417137146,,0.8059374690055847,,,,,
138,image1121.jpg,,,0.935934841632843,0.9010955095291138,0.9702546000480652,0.9812563061714172,,0.936461865901947,,,,,,,
139,image1122.jpg,0.9698367714881897,0.9453330039978027,0.8334642052650452,,0.9109560251235962,0.9625030755996704,0.9275482296943665,,,,0.9346628189086914,0.8614826202392578,,,
140,image1123.jpg,,,,0.9597140550613403,0.9787186980247498,,,,0.992745041847229,,,,,,
141,image1124.jpg,0.8161340951919556,0.9571590423583984,0.8900100588798523,0.8808457851409912,0.9206721186637878,0.9287776350975037,,0.8993154764175415,0.8261666893959045,,,,,,
142,image1125.jpg,0.9036921262741089,0.9867929220199585,0.8339613676071167,0.9054778218269348,,,0.8600403070449829,,,0.9630216360092163,,,,,
143,image1126.jpg,,0.9683433175086975,0.9656585454940796,,0.9223323464393616,,,,,,,,,,
144,image1127.jpg,0.9007184505462646,,0.9381016492843628,,,,,,,,0.9871130585670471,,0.9426120519638062,0.8773064613342285,
145,image1128.jpg,,,0.9104065299034119,,0.8576685190200806,0.8980923295021057,,,0.84917151927948,0.968930184841156,,,,,
146,image1129.jpg,,0.9375537037849426,,0.9746106266975403,0.9176146388053894,0.9374321699142456,,0.9200108051300049,,,,,,,
147,image113.jpg,,0.9910792708396912,,,,,0.9741300344467163,,,,,,,,0.9954759478569031
148,image1130.jpg,,0.9726229906082153,,0.9606575965881348,0.9484635591506958,0.9572160840034485,,0.8847367167472839,0.9062285423278809,0.8853313326835632,,,,,
149,image1131.jpg,,,0.8619309067726135,,0.8168016076087952,0.9552629590034485,,0.8672878742218018,0.8676928281784058,0.9374843239784241,0.7873820662498474,0.8353567123413086,,,
150,image1132.jpg,,0.8640115857124329,,,,0.8015723824501038,,,0.9642038345336914,,0.9793923497200012,0.9548754096031189,0.9381150603294373,,
151,image1133.jpg,,,,,,,,,0.8308736085891724,,0.9005351066589355,,0.8226034641265869,0.9780398011207581,
152,image1134.jpg,,,,0.9917128086090088,0.9802882671356201,0.9935067892074585,,0.9605281949043274,0.9801433682441711,,,,,,
153,image1135.jpg,0.86281818151474,0.9691325426101685,0.9338611960411072,,,0.9832448959350586,,,,,0.9444931149482727,0.8980730175971985,0.9394474625587463,,
154,image1136.jpg,,0.9922934770584106,,0.9384530186653137,,,,,,,,,,,
155,image1137.jpg,,,,0.9597140550613403,0.9787186980247498,,,,0.992745041847229,,,,,,
156,image1138.jpg,0.8161340951919556,0.9571590423583984,0.8900100588798523,0.8808457851409912,0.9206721186637878,0.9287776350975037,,0.8993154764175415,0.8261666893959045,,,,,,
157,image1139.jpg,0.9036921262741089,0.9867929220199585,0.8339613676071167,0.9054778218269348,,,0.8600403070449829,,,0.9630216360092163,,,,,
158,image114.jpg,,,,0.9673482775688171,0.9309171438217163,0.9510642290115356,,0.9033997654914856,,,,,,,
159,image1140.jpg,,0.9683433175086975,0.9656585454940796,,0.9223323464393616,,,,,,,,,,
160,image1141.jpg,,,0.878427267074585,,,,,,,0.8895640969276428,,,,,
161,image1142.jpg,0.8724396824836731,0.9764024019241333,,0.8433103561401367,0.8942481875419617,0.9124157428741455,,0.9203106760978699,0.9327720999717712,0.914913535118103,,,,,
162,image1143.jpg,0.7140965461730957,0.9774280190467834,0.9314662218093872,,,0.842003345489502,0.8756862282752991,,0.6798115968704224,0.8272219300270081,,,,,
163,image1144.jpg,,,,0.9303261041641235,,,,0.9651948809623718,,0.9699286222457886,,,,,
164,image1145.jpg,,0.8462004065513611,,,,0.9671486020088196,,,0.8442067503929138,0.8208010196685791,0.9878162741661072,0.9887126684188843,0.9573160409927368,0.8567903637886047,
165,image1146.jpg,,0.9500476121902466,,,,0.977377712726593,0.8342870473861694,,,0.954509973526001,0.9540002346038818,0.9517590403556824,0.8817382454872131,,
166,image1147.jpg,,0.9723795056343079,,,,,0.9641947150230408,,,,0.9714889526367188,0.8744033575057983,0.8478382229804993,,
167,image1148.jpg,,,,,,0.9577488303184509,,,,0.8942944407463074,0.9684668183326721,0.9561770558357239,0.9547463059425354,0.7987418174743652,
168,image1149.jpg,,0.9027310013771057,0.8706783652305603,,,,,,,,0.988620400428772,0.9220156669616699,0.9406919479370117,,
169,image115.jpg,,,,,,,,,,,0.9470001459121704,,0.9588982462882996,0.987322986125946,
170,image1150.jpg,,0.8640115857124329,,,,0.8015723824501038,,,0.9642038345336914,,0.9793923497200012,0.9548754096031189,0.9381150603294373,,
171,image1151.jpg,,,,,,,,,0.8308736085891724,,0.9005351066589355,,0.8226034641265869,0.9780398011207581,
172,image1152.jpg,,,,,,0.9723660945892334,,0.9590179920196533,0.9234035611152649,0.9023602604866028,0.9246329069137573,0.8987739682197571,,0.8975408673286438,
173,image1153.jpg,,,0.8619309067726135,,0.8168016076087952,0.9552629590034485,,0.8672878742218018,0.8676928281784058,0.9374843239784241,0.7873820662498474,0.8353567123413086,,,
174,image1154.jpg,,,0.9104065299034119,,0.8576685190200806,0.8980923295021057,,,0.84917151927948,0.968930184841156,,,,,
175,image1155.jpg,,0.9375537037849426,,0.9746106266975403,0.9176146388053894,0.9374321699142456,,0.9200108051300049,,,,,,,
176,image1156.jpg,,0.9726229906082153,,0.9606575965881348,0.9484635591506958,0.9572160840034485,,0.8847367167472839,0.9062285423278809,0.8853313326835632,,,,,
177,image1157.jpg,,0.989763617515564,0.8606271147727966,,,0.9115133285522461,0.8401748538017273,0.875320553779602,,0.9445343613624573,0.9026588201522827,0.917965292930603,,0.8960815072059631,
178,image1158.jpg,,0.953318178653717,,,0.8016610741615295,0.954734206199646,,,0.8390187621116638,0.9813469648361206,0.8751323223114014,0.9340649247169495,0.7928699254989624,0.7956916689872742,
179,image1159.jpg,,,0.8112558126449585,,,,,,,,0.9860860109329224,0.9348909258842468,0.9667174220085144,0.9090462327003479,
180,image116.jpg,0.8569543361663818,,,,,,,,,,0.980042576789856,0.942854106426239,0.9138064384460449,,
181,image1160.jpg,,0.9229381680488586,,,,0.8935666680335999,0.9355766177177429,,0.8501006364822388,,0.9964723587036133,0.9689599275588989,0.9575009346008301,0.9268442988395691,
182,image1161.jpg,0.834831178188324,,,,,0.9931982159614563,,,0.9076956510543823,0.8013811707496643,0.9344419836997986,0.8418541550636292,0.9190221428871155,,
183,image1162.jpg,0.9310609698295593,0.807720959186554,,,,0.8863919973373413,,0.8642014265060425,0.9203579425811768,,0.9269696474075317,0.9602092504501343,,0.9791872501373291,
184,image1163.jpg,,,0.9337204694747925,0.958387553691864,0.9415039420127869,0.9103047251701355,,0.980633556842804,,0.9281746745109558,,,,,
185,image1164.jpg,0.86281818151474,0.9691325426101685,0.9338611960411072,,,0.9832448959350586,,,,,0.9444931149482727,0.8980730175971985,0.9394474625587463,,
186,image1165.jpg,,0.8694438338279724,,0.8195587992668152,0.9459927678108215,0.9774532914161682,,0.923075795173645,0.9871899485588074,0.9603117108345032,,,,,0.7860593199729919
187,image1166.jpg,,,,,0.9485585689544678,0.9963511228561401,,,0.991474986076355,0.9309640526771545,,,,,
188,image1167.jpg,0.8748160004615784,0.9011854529380798,,,,0.9825395345687866,0.9706012606620789,,0.8833907842636108,0.7701839804649353,0.7717403769493103,,0.7911206483840942,,0.919973611831665
189,image1168.jpg,0.8408430218696594,0.905662477016449,,0.9486880302429199,0.9006295800209045,0.9341305494308472,,,0.8732133507728577,,,,,,
190,image1169.jpg,,0.9870555400848389,0.9525805115699768,,,0.8866294622421265,0.8820358514785767,,,0.9140530824661255,0.8077754378318787,,,,
191,image117.jpg,,,0.9108523726463318,0.810127854347229,0.9505243301391602,0.9858630299568176,,,,,,,,,
192,image1170.jpg,0.8963419795036316,,,,,0.9150711297988892,,,0.8572832345962524,,0.9699897170066833,0.9397624135017395,0.8959290385246277,0.9031171202659607,
193,image1171.jpg,0.8023284077644348,0.8751251101493835,0.7029931545257568,,0.8202675580978394,0.981268584728241,,,,,,,,,0.7544820308685303
194,image1172.jpg,,0.9931581616401672,,0.8767969012260437,,0.9417435526847839,0.8965294361114502,0.882392942905426,0.9315258264541626,,,,,,0.9691302180290222
195,image1173.jpg,,0.8111215829849243,,,,0.9615232944488525,0.7598080635070801,0.8636467456817627,,0.925397515296936,,,,,0.9794568419456482
196,image1174.jpg,,,,,,,,,,,0.9963204860687256,0.9971730709075928,0.9849676489830017,,
197,image1175.jpg,,0.8670128583908081,,,0.7970675826072693,0.986271858215332,0.8457858562469482,0.8929510116577148,0.9202179312705994,0.8744150400161743,,,,,0.9058493375778198
198,image1176.jpg,0.9291453957557678,0.838115394115448,,,0.8893693089485168,0.9772050976753235,,0.8791329264640808,,0.9689038991928101,,,,,
199,image1177.jpg,,0.9922934770584106,,0.9384530186653137,,,,,,,,,,,
200,image1178.jpg,0.9179722666740417,,0.8766815662384033,,,,,,,,,,,,
201,image1179.jpg,0.8973716497421265,0.8663369417190552,0.940873384475708,,,0.9650002121925354,,,,,,,,,
202,image118.jpg,0.9515416026115417,0.9339277148246765,0.9465740323066711,,0.8208504319190979,0.8941778540611267,0.8664284944534302,0.8869353532791138,,,0.8101740479469299,,,,0.9108781814575195
203,image1180.jpg,0.9144399762153625,,,0.940584123134613,,0.9685326218605042,,,,,,,,,
204,image1181.jpg,0.9664743542671204,0.9939028024673462,0.9291553497314453,,0.8925731778144836,,,,,0.864814043045044,,,,,
